visit_id,visited_at,time_slot,booth,category,grade,spent_won,wait_min,satisfaction
V016868,2026-09-18 11:26:00,11:00,사진 부스,체험,1,2000,8,4.3
V016869,2026-09-18 11:16:00,11:00,떡볶이 가게,음식,1,3000,5,4.8
V016870,2026-09-18 13:07:00,13:00,떡볶이 가게,음식,3,3000,16,3.9
V016871,2026-09-18 13:14:00,13:00,방탈출 게임,게임,1,1000,14,4.3
V016872,2026-09-18 14:34:00,14:00,다트 챌린지,게임,2,1000,8,4.7
V016873,2026-09-18 11:39:00,11:00,슬러시 카페,음식,3,2000,6,4.9
V016874,2026-09-18 14:54:00,14:00,사진 부스,체험,1,0,5,4.3
V016875,2026-09-18 11:31:00,11:00,사진 부스,체험,2,2000,4,4.8
V016876,2026-09-18 12:39:00,12:00,캘리그라피 체험,체험,3,0,2,4.3
V016877,2026-09-18 12:42:00,12:00,떡볶이 가게,음식,2,3000,11,3.4
V016878,2026-09-18 12:04:00,12:00,다트 챌린지,게임,1,0,3,4.4
V016879,2026-09-18 12:22:00,12:00,캘리그라피 체험,체험,3,1500,0,5.0
V016880,2026-09-18 16:03:00,16:00,사진 부스,체험,2,2000,6,5.0
V016881,2026-09-18 12:01:00,12:00,슬러시 카페,음식,2,2000,4,5.0
V016882,2026-09-18 13:34:00,13:00,슬러시 카페,음식,2,0,8,4.4
V016883,2026-09-18 15:30:00,15:00,슬러시 카페,음식,2,2000,4,4.7
V016884,2026-09-18 16:29:00,16:00,방탈출 게임,게임,3,0,12,4.3
V016885,2026-09-18 14:22:00,14:00,캘리그라피 체험,체험,1,1500,5,5.0
V016886,2026-09-18 16:42:00,16:00,떡볶이 가게,음식,2,3000,8,4.4
V016887,2026-09-18 13:01:00,13:00,다트 챌린지,게임,1,0,4,5.0
V016888,2026-09-18 15:01:00,15:00,방탈출 게임,게임,2,0,14,4.1
V016889,2026-09-18 14:06:00,14:00,떡볶이 가게,음식,2,3000,11,4.3
V016890,2026-09-18 15:48:00,15:00,사진 부스,체험,3,2000,4,4.9
V016891,2026-09-18 14:35:00,14:00,다트 챌린지,게임,3,1000,4,5.0
V016892,2026-09-18 14:44:00,14:00,떡볶이 가게,음식,1,3000,10,4.3
V016893,2026-09-18 14:36:00,14:00,사진 부스,체험,3,2000,8,4.6
V016894,2026-09-18 13:06:00,13:00,방탈출 게임,게임,1,1000,19,4.4
V016895,2026-09-18 11:48:00,11:00,방탈출 게임,게임,2,1000,13,4.2
V016896,2026-09-18 16:03:00,16:00,사진 부스,체험,1,0,5,4.5
V016897,2026-09-18 15:54:00,15:00,방탈출 게임,게임,3,1000,14,4.6
V016898,2026-09-18 13:08:00,13:00,방탈출 게임,게임,2,1000,15,4.3
V016899,2026-09-18 15:14:00,15:00,방탈출 게임,게임,2,1000,15,4.1
V016900,2026-09-18 12:51:00,12:00,방탈출 게임,게임,2,0,15,4.2
V016901,2026-09-18 16:22:00,16:00,캘리그라피 체험,체험,2,1500,2,4.9
V016902,2026-09-18 14:37:00,14:00,떡볶이 가게,음식,2,3000,5,5.0
V016903,2026-09-18 15:57:00,15:00,떡볶이 가게,음식,2,3000,5,4.7
V016904,2026-09-18 13:51:00,13:00,사진 부스,체험,3,2000,7,4.5
V016905,2026-09-18 14:05:00,14:00,사진 부스,체험,1,2000,9,4.4
V016906,2026-09-18 10:27:00,10:00,떡볶이 가게,음식,3,3000,5,4.9
V016907,2026-09-18 15:45:00,15:00,떡볶이 가게,음식,1,3000,7,4.7
V016908,2026-09-18 13:57:00,13:00,떡볶이 가게,음식,1,3000,6,5.0
V016909,2026-09-18 11:12:00,11:00,떡볶이 가게,음식,3,3000,10,4.0
V016910,2026-09-18 12:48:00,12:00,사진 부스,체험,3,2000,10,4.6
V016911,2026-09-18 10:42:00,10:00,다트 챌린지,게임,3,0,2,4.9
V016912,2026-09-18 14:01:00,14:00,슬러시 카페,음식,3,2000,7,4.6
V016913,2026-09-18 10:34:00,10:00,슬러시 카페,음식,2,2000,7,4.6
V016914,2026-09-18 12:25:00,12:00,떡볶이 가게,음식,1,3000,12,4.2
V016915,2026-09-18 16:40:00,16:00,사진 부스,체험,1,0,5,4.6
V016916,2026-09-18 13:08:00,13:00,슬러시 카페,음식,1,2000,8,4.4
V016917,2026-09-18 15:54:00,15:00,떡볶이 가게,음식,1,0,7,4.8
V016918,2026-09-18 15:31:00,15:00,사진 부스,체험,3,0,5,4.6
V016919,2026-09-18 13:33:00,13:00,떡볶이 가게,음식,2,3000,14,4.6
V016920,2026-09-18 13:34:00,13:00,방탈출 게임,게임,3,1000,19,4.2
V016921,2026-09-18 14:16:00,14:00,다트 챌린지,게임,2,0,6,4.9
V016922,2026-09-18 11:44:00,11:00,슬러시 카페,음식,3,2000,7,4.5
V016923,2026-09-18 12:37:00,12:00,떡볶이 가게,음식,3,3000,9,4.5
V016924,2026-09-18 12:49:00,12:00,방탈출 게임,게임,2,1000,11,4.4
V016925,2026-09-18 16:01:00,16:00,떡볶이 가게,음식,3,0,7,5.0
V016926,2026-09-18 10:33:00,10:00,다트 챌린지,게임,3,1000,2,5.0
V016927,2026-09-18 11:09:00,11:00,다트 챌린지,게임,2,1000,0,4.6
V016928,2026-09-18 15:26:00,15:00,방탈출 게임,게임,1,1000,10,4.1
V016929,2026-09-18 12:02:00,12:00,슬러시 카페,음식,1,2000,7,4.7
V016930,2026-09-18 16:29:00,16:00,슬러시 카페,음식,1,2000,4,4.8
V016931,2026-09-18 12:46:00,12:00,떡볶이 가게,음식,2,3000,5,5.0
V016932,2026-09-18 12:10:00,12:00,다트 챌린지,게임,2,1000,5,4.8
V016933,2026-09-18 12:19:00,12:00,캘리그라피 체험,체험,1,0,2,4.9
V016934,2026-09-18 15:15:00,15:00,사진 부스,체험,2,0,6,4.9
V016935,2026-09-18 10:45:00,10:00,슬러시 카페,음식,3,2000,5,5.0
V016936,2026-09-18 12:19:00,12:00,슬러시 카페,음식,1,0,4,4.4
V016937,2026-09-18 11:03:00,11:00,떡볶이 가게,음식,1,3000,8,4.8
V016938,2026-09-18 13:46:00,13:00,캘리그라피 체험,체험,1,0,2,4.8
V016939,2026-09-18 13:16:00,13:00,사진 부스,체험,2,2000,12,4.3
V016940,2026-09-18 15:55:00,15:00,다트 챌린지,게임,3,1000,7,5.0
V016941,2026-09-18 10:51:00,10:00,사진 부스,체험,3,2000,3,4.6
V016942,2026-09-18 16:39:00,16:00,사진 부스,체험,2,2000,8,4.3
V016943,2026-09-18 12:09:00,12:00,떡볶이 가게,음식,2,3000,9,4.4
V016944,2026-09-18 13:46:00,13:00,캘리그라피 체험,체험,2,1500,5,4.7
V016945,2026-09-18 14:10:00,14:00,방탈출 게임,게임,3,0,15,3.8
V016946,2026-09-18 12:32:00,12:00,슬러시 카페,음식,1,2000,4,4.7
V016947,2026-09-18 14:16:00,14:00,사진 부스,체험,1,2000,9,4.2
V016948,2026-09-18 15:32:00,15:00,떡볶이 가게,음식,2,3000,8,3.9
V016949,2026-09-18 16:05:00,16:00,떡볶이 가게,음식,1,3000,9,4.3
V016950,2026-09-18 14:01:00,14:00,방탈출 게임,게임,2,1000,18,3.7
V016951,2026-09-18 15:36:00,15:00,떡볶이 가게,음식,1,3000,13,4.3
V016952,2026-09-18 15:32:00,15:00,슬러시 카페,음식,3,2000,3,5.0
V016953,2026-09-18 14:47:00,14:00,슬러시 카페,음식,3,2000,9,4.5
V016954,2026-09-18 14:26:00,14:00,캘리그라피 체험,체험,2,1500,2,5.0
V016955,2026-09-18 13:48:00,13:00,방탈출 게임,게임,1,0,19,3.9
V016956,2026-09-18 14:50:00,14:00,사진 부스,체험,1,2000,4,5.0
V016957,2026-09-18 12:46:00,12:00,떡볶이 가게,음식,3,3000,12,4.4
V016958,2026-09-18 11:34:00,11:00,방탈출 게임,게임,3,0,8,4.9
V016959,2026-09-18 14:27:00,14:00,슬러시 카페,음식,1,2000,9,4.1
V016960,2026-09-18 15:19:00,15:00,떡볶이 가게,음식,1,3000,5,4.5
V016961,2026-09-18 12:54:00,12:00,사진 부스,체험,1,0,9,4.2
V016962,2026-09-18 12:29:00,12:00,떡볶이 가게,음식,2,0,11,3.9
V016963,2026-09-18 16:11:00,16:00,캘리그라피 체험,체험,2,1500,0,5.0
V016964,2026-09-18 11:11:00,11:00,떡볶이 가게,음식,1,3000,3,4.9
V016965,2026-09-18 12:20:00,12:00,슬러시 카페,음식,1,2000,10,3.9
V016966,2026-09-18 14:10:00,14:00,떡볶이 가게,음식,3,3000,11,5.0
V016967,2026-09-18 13:53:00,13:00,다트 챌린지,게임,2,0,6,4.9
V016968,2026-09-18 13:02:00,13:00,방탈출 게임,게임,1,1000,18,4.1
V016969,2026-09-18 15:00:00,15:00,슬러시 카페,음식,3,2000,6,4.8
V016970,2026-09-18 12:27:00,12:00,다트 챌린지,게임,3,1000,3,4.6
V016971,2026-09-18 13:54:00,13:00,슬러시 카페,음식,3,0,6,4.5
V016972,2026-09-18 16:31:00,16:00,떡볶이 가게,음식,3,3000,4,4.4
V016973,2026-09-18 14:58:00,14:00,캘리그라피 체험,체험,2,0,4,4.3
V016974,2026-09-18 13:35:00,13:00,방탈출 게임,게임,1,1000,19,3.9
V016975,2026-09-18 10:58:00,10:00,다트 챌린지,게임,3,0,2,5.0
V016976,2026-09-18 13:10:00,13:00,떡볶이 가게,음식,3,3000,8,5.0
V016977,2026-09-18 16:46:00,16:00,사진 부스,체험,1,2000,3,4.9
V016978,2026-09-18 11:02:00,11:00,다트 챌린지,게임,1,0,4,4.8
V016979,2026-09-18 10:30:00,10:00,떡볶이 가게,음식,1,3000,4,4.4
V016980,2026-09-18 15:27:00,15:00,슬러시 카페,음식,3,2000,10,4.2
V016981,2026-09-18 14:41:00,14:00,방탈출 게임,게임,1,0,16,4.1
V016982,2026-09-18 13:53:00,13:00,슬러시 카페,음식,1,2000,8,4.9
V016983,2026-09-18 13:13:00,13:00,다트 챌린지,게임,3,1000,4,4.6
V016984,2026-09-18 16:23:00,16:00,캘리그라피 체험,체험,1,0,4,4.7
V016985,2026-09-18 14:54:00,14:00,떡볶이 가게,음식,2,3000,12,4.4
V016986,2026-09-18 13:40:00,13:00,다트 챌린지,게임,3,0,7,4.6
V016987,2026-09-18 14:53:00,14:00,캘리그라피 체험,체험,1,1500,8,5.0
V016988,2026-09-18 15:13:00,15:00,슬러시 카페,음식,2,0,7,5.0
V016989,2026-09-18 12:46:00,12:00,다트 챌린지,게임,2,1000,4,4.9
V016990,2026-09-18 15:23:00,15:00,캘리그라피 체험,체험,2,1500,3,4.3
V016991,2026-09-18 12:25:00,12:00,캘리그라피 체험,체험,2,1500,4,4.2
V016992,2026-09-18 15:47:00,15:00,다트 챌린지,게임,3,0,0,5.0
V016993,2026-09-18 15:24:00,15:00,사진 부스,체험,3,2000,5,4.6
V016994,2026-09-18 10:28:00,10:00,방탈출 게임,게임,1,0,8,5.0
V016995,2026-09-18 14:31:00,14:00,사진 부스,체험,3,2000,3,4.9
V016996,2026-09-18 15:05:00,15:00,방탈출 게임,게임,1,1000,9,4.4
V016997,2026-09-18 12:18:00,12:00,사진 부스,체험,1,2000,6,4.7
V016998,2026-09-18 14:50:00,14:00,사진 부스,체험,1,2000,7,4.3
V016999,2026-09-18 14:20:00,14:00,떡볶이 가게,음식,3,3000,8,4.7
V017000,2026-09-18 15:55:00,15:00,떡볶이 가게,음식,2,3000,6,4.9
V017001,2026-09-18 12:06:00,12:00,캘리그라피 체험,체험,1,1500,2,4.9
V017002,2026-09-18 13:45:00,13:00,다트 챌린지,게임,2,1000,6,4.5
V017003,2026-09-18 13:05:00,13:00,떡볶이 가게,음식,3,3000,13,4.2
V017004,2026-09-18 15:29:00,15:00,슬러시 카페,음식,2,2000,6,5.0
V017005,2026-09-18 15:21:00,15:00,떡볶이 가게,음식,1,3000,9,4.3
V017006,2026-09-18 13:57:00,13:00,슬러시 카페,음식,1,2000,7,4.7
V017007,2026-09-18 10:01:00,10:00,떡볶이 가게,음식,3,3000,5,4.5
V017008,2026-09-18 10:04:00,10:00,사진 부스,체험,2,2000,2,4.6
V017009,2026-09-18 14:02:00,14:00,다트 챌린지,게임,2,1000,4,4.7
V017010,2026-09-18 15:53:00,15:00,캘리그라피 체험,체험,1,1500,4,4.8
V017011,2026-09-18 13:46:00,13:00,떡볶이 가게,음식,3,3000,9,4.8
V017012,2026-09-18 14:07:00,14:00,사진 부스,체험,1,0,9,4.4
V017013,2026-09-18 14:35:00,14:00,방탈출 게임,게임,2,1000,15,3.2
V017014,2026-09-18 15:58:00,15:00,방탈출 게임,게임,2,0,11,3.6
V017015,2026-09-18 12:01:00,12:00,다트 챌린지,게임,2,1000,7,4.8
V017016,2026-09-18 16:14:00,16:00,떡볶이 가게,음식,1,0,5,4.7
V017017,2026-09-18 14:18:00,14:00,방탈출 게임,게임,3,1000,14,4.7
V017018,2026-09-18 11:46:00,11:00,방탈출 게임,게임,3,0,10,4.5
V017019,2026-09-18 13:50:00,13:00,다트 챌린지,게임,1,1000,7,4.7
V017020,2026-09-18 13:39:00,13:00,떡볶이 가게,음식,1,3000,14,3.8
V017021,2026-09-18 15:05:00,15:00,다트 챌린지,게임,2,1000,5,4.6
V017022,2026-09-18 16:02:00,16:00,사진 부스,체험,2,2000,7,4.2
V017023,2026-09-18 13:20:00,13:00,떡볶이 가게,음식,2,3000,10,4.5
V017024,2026-09-18 15:39:00,15:00,떡볶이 가게,음식,2,3000,8,4.6
V017025,2026-09-18 16:33:00,16:00,다트 챌린지,게임,1,1000,3,4.2
V017026,2026-09-18 14:39:00,14:00,다트 챌린지,게임,1,1000,4,5.0
V017027,2026-09-18 11:48:00,11:00,떡볶이 가게,음식,3,0,10,4.8
V017028,2026-09-18 13:35:00,13:00,떡볶이 가게,음식,1,3000,7,4.9
V017029,2026-09-18 13:36:00,13:00,캘리그라피 체험,체험,3,1500,4,4.5
V017030,2026-09-18 12:11:00,12:00,방탈출 게임,게임,3,1000,13,4.3
V017031,2026-09-18 12:28:00,12:00,다트 챌린지,게임,2,1000,4,4.6
V017032,2026-09-18 13:11:00,13:00,슬러시 카페,음식,3,2000,9,4.4
V017033,2026-09-18 13:42:00,13:00,다트 챌린지,게임,3,1000,6,4.5
V017034,2026-09-18 15:22:00,15:00,사진 부스,체험,3,0,7,4.4
V017035,2026-09-18 15:28:00,15:00,방탈출 게임,게임,3,0,11,4.5
V017036,2026-09-18 15:12:00,15:00,캘리그라피 체험,체험,3,0,3,5.0
V017037,2026-09-18 13:02:00,13:00,떡볶이 가게,음식,1,3000,11,4.3
V017038,2026-09-18 10:55:00,10:00,떡볶이 가게,음식,1,0,8,4.6
V017039,2026-09-18 12:57:00,12:00,다트 챌린지,게임,3,1000,5,4.4
V017040,2026-09-18 12:53:00,12:00,떡볶이 가게,음식,1,0,11,4.2
V017041,2026-09-18 14:19:00,14:00,떡볶이 가게,음식,3,3000,11,4.1
V017042,2026-09-18 13:08:00,13:00,캘리그라피 체험,체험,2,1500,1,5.0
V017043,2026-09-18 12:18:00,12:00,캘리그라피 체험,체험,3,1500,4,5.0
V017044,2026-09-18 13:27:00,13:00,떡볶이 가게,음식,1,3000,10,4.4
V017045,2026-09-18 14:08:00,14:00,슬러시 카페,음식,1,2000,7,4.3
V017046,2026-09-18 14:00:00,14:00,슬러시 카페,음식,1,2000,5,4.9
V017047,2026-09-18 14:39:00,14:00,사진 부스,체험,1,2000,7,4.7
V017048,2026-09-18 13:57:00,13:00,떡볶이 가게,음식,3,3000,6,4.4
V017049,2026-09-18 12:40:00,12:00,슬러시 카페,음식,3,2000,6,5.0
V017050,2026-09-18 10:06:00,10:00,슬러시 카페,음식,3,2000,3,4.3
V017051,2026-09-18 15:32:00,15:00,사진 부스,체험,1,2000,2,4.7
V017052,2026-09-18 14:30:00,14:00,슬러시 카페,음식,2,2000,13,4.3
V017053,2026-09-18 11:37:00,11:00,떡볶이 가게,음식,2,3000,4,4.5
V017054,2026-09-18 13:18:00,13:00,떡볶이 가게,음식,2,3000,8,4.0
V017055,2026-09-18 11:09:00,11:00,슬러시 카페,음식,1,2000,7,4.6
V017056,2026-09-18 11:15:00,11:00,떡볶이 가게,음식,1,3000,10,4.0
V017057,2026-09-18 12:20:00,12:00,슬러시 카페,음식,3,2000,4,5.0
V017058,2026-09-18 12:43:00,12:00,떡볶이 가게,음식,3,3000,11,5.0
V017059,2026-09-18 10:45:00,10:00,방탈출 게임,게임,1,1000,3,5.0
V017060,2026-09-18 15:40:00,15:00,다트 챌린지,게임,2,1000,1,4.8
V017061,2026-09-18 14:43:00,14:00,떡볶이 가게,음식,1,3000,8,4.8
V017062,2026-09-18 14:10:00,14:00,떡볶이 가게,음식,1,3000,8,4.8
V017063,2026-09-18 16:01:00,16:00,사진 부스,체험,2,0,8,4.4
V017064,2026-09-18 15:20:00,15:00,방탈출 게임,게임,3,1000,12,4.3
V017065,2026-09-18 13:15:00,13:00,사진 부스,체험,2,2000,7,4.7
V017066,2026-09-18 10:51:00,10:00,떡볶이 가게,음식,3,0,8,4.8
V017067,2026-09-18 12:52:00,12:00,떡볶이 가게,음식,2,0,10,3.8
V017068,2026-09-18 16:38:00,16:00,슬러시 카페,음식,3,0,4,4.8
V017069,2026-09-18 12:55:00,12:00,슬러시 카페,음식,3,2000,6,4.1
V017070,2026-09-18 15:33:00,15:00,방탈출 게임,게임,1,1000,12,4.2
V017071,2026-09-18 10:39:00,10:00,방탈출 게임,게임,2,1000,7,3.8
V017072,2026-09-18 14:57:00,14:00,방탈출 게임,게임,1,0,14,4.1
V017073,2026-09-18 13:58:00,13:00,다트 챌린지,게임,2,1000,8,4.0
V017074,2026-09-18 14:55:00,14:00,방탈출 게임,게임,1,0,13,4.2
V017075,2026-09-18 12:57:00,12:00,다트 챌린지,게임,2,0,4,4.7
V017076,2026-09-18 12:10:00,12:00,슬러시 카페,음식,1,2000,8,4.6
V017077,2026-09-18 12:36:00,12:00,떡볶이 가게,음식,3,3000,11,4.3
V017078,2026-09-18 13:17:00,13:00,떡볶이 가게,음식,1,0,10,4.3
V017079,2026-09-18 11:56:00,11:00,떡볶이 가게,음식,1,3000,5,4.7
V017080,2026-09-18 16:59:00,16:00,다트 챌린지,게임,3,1000,2,4.6
V017081,2026-09-18 13:18:00,13:00,슬러시 카페,음식,3,2000,8,4.4
V017082,2026-09-18 15:46:00,15:00,떡볶이 가게,음식,3,0,9,4.6
V017083,2026-09-18 16:59:00,16:00,슬러시 카페,음식,2,0,5,4.7
V017084,2026-09-18 12:17:00,12:00,떡볶이 가게,음식,2,3000,10,4.0
V017085,2026-09-18 10:19:00,10:00,떡볶이 가게,음식,2,3000,7,4.6
V017086,2026-09-18 13:20:00,13:00,방탈출 게임,게임,1,1000,16,4.4
V017087,2026-09-18 14:05:00,14:00,캘리그라피 체험,체험,2,1500,1,5.0
V017088,2026-09-18 13:14:00,13:00,슬러시 카페,음식,2,2000,7,4.7
V017089,2026-09-18 14:49:00,14:00,캘리그라피 체험,체험,2,1500,4,4.7
V017090,2026-09-18 13:52:00,13:00,방탈출 게임,게임,2,1000,17,4.3
V017091,2026-09-18 14:32:00,14:00,방탈출 게임,게임,1,1000,13,4.6
V017092,2026-09-18 16:53:00,16:00,다트 챌린지,게임,2,0,3,4.7
V017093,2026-09-18 12:55:00,12:00,사진 부스,체험,1,2000,10,4.8
V017094,2026-09-18 11:13:00,11:00,떡볶이 가게,음식,1,3000,9,4.6
V017095,2026-09-18 13:27:00,13:00,슬러시 카페,음식,1,2000,4,4.9
V017096,2026-09-18 16:52:00,16:00,캘리그라피 체험,체험,1,1500,2,5.0
V017097,2026-09-18 14:10:00,14:00,슬러시 카페,음식,2,2000,5,4.6
V017098,2026-09-18 13:45:00,13:00,캘리그라피 체험,체험,3,1500,3,4.8
V017099,2026-09-18 10:52:00,10:00,떡볶이 가게,음식,3,3000,0,4.8
V017100,2026-09-18 14:05:00,14:00,사진 부스,체험,1,2000,6,4.6
V017101,2026-09-18 16:30:00,16:00,슬러시 카페,음식,2,2000,5,5.0
V017102,2026-09-18 11:11:00,11:00,떡볶이 가게,음식,2,3000,8,4.5
V017103,2026-09-18 15:24:00,15:00,떡볶이 가게,음식,3,3000,8,4.3
V017104,2026-09-18 12:23:00,12:00,떡볶이 가게,음식,2,3000,11,4.2
V017105,2026-09-18 12:16:00,12:00,떡볶이 가게,음식,2,3000,12,4.8
V017106,2026-09-18 15:09:00,15:00,다트 챌린지,게임,3,1000,5,4.6
V017107,2026-09-18 10:20:00,10:00,떡볶이 가게,음식,1,3000,7,4.5
V017108,2026-09-18 15:25:00,15:00,방탈출 게임,게임,1,1000,12,4.4
V017109,2026-09-18 14:36:00,14:00,캘리그라피 체험,체험,2,1500,10,4.8
V017110,2026-09-18 16:17:00,16:00,방탈출 게임,게임,1,0,14,4.1
V017111,2026-09-18 15:33:00,15:00,슬러시 카페,음식,3,2000,5,5.0
V017112,2026-09-18 13:12:00,13:00,슬러시 카페,음식,2,0,4,5.0
V017113,2026-09-18 15:14:00,15:00,방탈출 게임,게임,2,1000,13,4.2
V017114,2026-09-18 14:37:00,14:00,떡볶이 가게,음식,1,3000,9,4.7
V017115,2026-09-18 13:34:00,13:00,슬러시 카페,음식,2,2000,7,4.8
V017116,2026-09-18 12:56:00,12:00,떡볶이 가게,음식,2,3000,7,4.5
V017117,2026-09-18 13:17:00,13:00,다트 챌린지,게임,3,1000,5,4.6
V017118,2026-09-18 12:46:00,12:00,사진 부스,체험,2,2000,5,4.4
V017119,2026-09-18 12:44:00,12:00,떡볶이 가게,음식,1,3000,10,4.3
V017120,2026-09-18 13:32:00,13:00,다트 챌린지,게임,2,1000,4,5.0
V017121,2026-09-18 13:59:00,13:00,방탈출 게임,게임,3,1000,17,3.9
V017122,2026-09-18 11:52:00,11:00,슬러시 카페,음식,1,2000,8,4.8
V017123,2026-09-18 16:05:00,16:00,다트 챌린지,게임,2,1000,1,4.6
V017124,2026-09-18 16:42:00,16:00,슬러시 카페,음식,1,2000,3,4.8
V017125,2026-09-18 12:28:00,12:00,다트 챌린지,게임,2,0,5,4.4
V017126,2026-09-18 12:43:00,12:00,사진 부스,체험,3,0,6,4.8
V017127,2026-09-18 12:31:00,12:00,방탈출 게임,게임,1,1000,14,4.3
V017128,2026-09-18 13:28:00,13:00,캘리그라피 체험,체험,1,0,6,4.5
V017129,2026-09-18 15:09:00,15:00,다트 챌린지,게임,2,0,4,5.0
V017130,2026-09-18 13:39:00,13:00,슬러시 카페,음식,3,0,6,4.2
V017131,2026-09-18 15:04:00,15:00,다트 챌린지,게임,3,1000,3,5.0
V017132,2026-09-18 16:44:00,16:00,슬러시 카페,음식,2,0,5,4.8
V017133,2026-09-18 13:51:00,13:00,떡볶이 가게,음식,1,3000,12,4.4
V017134,2026-09-18 13:53:00,13:00,다트 챌린지,게임,1,0,5,4.6
V017135,2026-09-18 14:36:00,14:00,떡볶이 가게,음식,1,3000,9,4.5
V017136,2026-09-18 15:31:00,15:00,캘리그라피 체험,체험,1,1500,3,4.6
V017137,2026-09-18 15:46:00,15:00,다트 챌린지,게임,3,1000,3,5.0
V017138,2026-09-18 14:45:00,14:00,떡볶이 가게,음식,1,3000,10,4.8
V017139,2026-09-18 12:19:00,12:00,떡볶이 가게,음식,3,3000,8,4.6
V017140,2026-09-18 13:49:00,13:00,떡볶이 가게,음식,3,3000,10,4.3
V017141,2026-09-18 15:02:00,15:00,떡볶이 가게,음식,3,3000,10,4.6
V017142,2026-09-18 14:23:00,14:00,다트 챌린지,게임,1,1000,7,5.0
V017143,2026-09-18 11:03:00,11:00,떡볶이 가게,음식,2,3000,1,5.0
V017144,2026-09-18 13:34:00,13:00,다트 챌린지,게임,1,0,5,4.6
V017145,2026-09-18 13:11:00,13:00,떡볶이 가게,음식,1,3000,10,4.3
V017146,2026-09-18 11:16:00,11:00,슬러시 카페,음식,2,2000,4,4.6
V017147,2026-09-18 14:58:00,14:00,다트 챌린지,게임,1,1000,8,4.9
V017148,2026-09-18 13:54:00,13:00,사진 부스,체험,3,2000,7,4.9
V017149,2026-09-18 14:55:00,14:00,떡볶이 가게,음식,2,3000,10,4.5
V017150,2026-09-18 11:56:00,11:00,사진 부스,체험,2,2000,4,4.4
V017151,2026-09-18 14:01:00,14:00,슬러시 카페,음식,2,2000,3,5.0
V017152,2026-09-18 13:10:00,13:00,슬러시 카페,음식,3,2000,8,4.3
V017153,2026-09-18 14:12:00,14:00,슬러시 카페,음식,2,2000,6,4.4
V017154,2026-09-18 12:36:00,12:00,다트 챌린지,게임,3,1000,4,4.7
V017155,2026-09-18 12:01:00,12:00,사진 부스,체험,2,2000,7,4.5
V017156,2026-09-18 12:42:00,12:00,사진 부스,체험,3,2000,6,4.6
V017157,2026-09-18 12:00:00,12:00,방탈출 게임,게임,1,1000,16,3.5
V017158,2026-09-18 15:05:00,15:00,다트 챌린지,게임,1,1000,4,4.7
V017159,2026-09-18 14:27:00,14:00,사진 부스,체험,3,2000,9,4.2
V017160,2026-09-18 14:27:00,14:00,캘리그라피 체험,체험,2,1500,2,5.0
V017161,2026-09-18 12:30:00,12:00,슬러시 카페,음식,1,2000,7,4.7
V017162,2026-09-18 12:34:00,12:00,사진 부스,체험,3,2000,8,4.4
V017163,2026-09-18 13:32:00,13:00,슬러시 카페,음식,1,2000,7,4.6
V017164,2026-09-18 14:06:00,14:00,떡볶이 가게,음식,2,0,8,4.8
V017165,2026-09-18 12:52:00,12:00,슬러시 카페,음식,2,2000,7,4.6
V017166,2026-09-18 14:11:00,14:00,다트 챌린지,게임,3,1000,0,5.0
V017167,2026-09-18 12:26:00,12:00,다트 챌린지,게임,1,1000,5,4.5
V017168,2026-09-18 12:05:00,12:00,슬러시 카페,음식,1,2000,11,5.0
V017169,2026-09-18 13:09:00,13:00,캘리그라피 체험,체험,2,1500,4,5.0
V017170,2026-09-18 14:31:00,14:00,다트 챌린지,게임,2,0,1,4.9
V017171,2026-09-18 16:38:00,16:00,방탈출 게임,게임,3,1000,8,4.4
V017172,2026-09-18 15:31:00,15:00,방탈출 게임,게임,2,1000,13,4.8
V017173,2026-09-18 12:01:00,12:00,다트 챌린지,게임,3,0,7,4.4
V017174,2026-09-18 15:40:00,15:00,사진 부스,체험,3,0,4,4.8
V017175,2026-09-18 13:25:00,13:00,떡볶이 가게,음식,2,3000,12,4.9
V017176,2026-09-18 12:14:00,12:00,방탈출 게임,게임,2,0,16,4.6
V017177,2026-09-18 14:15:00,14:00,사진 부스,체험,3,2000,8,4.4
V017178,2026-09-18 16:10:00,16:00,사진 부스,체험,1,0,5,4.6
V017179,2026-09-18 16:59:00,16:00,슬러시 카페,음식,1,2000,0,5.0
V017180,2026-09-18 12:59:00,12:00,떡볶이 가게,음식,3,3000,9,5.0
V017181,2026-09-18 13:43:00,13:00,떡볶이 가게,음식,3,3000,16,4.2
V017182,2026-09-18 15:21:00,15:00,캘리그라피 체험,체험,2,1500,1,5.0
V017183,2026-09-18 14:48:00,14:00,떡볶이 가게,음식,1,3000,7,4.4
V017184,2026-09-18 15:59:00,15:00,사진 부스,체험,2,2000,4,5.0
V017185,2026-09-18 11:04:00,11:00,슬러시 카페,음식,2,2000,8,4.5
V017186,2026-09-18 15:24:00,15:00,떡볶이 가게,음식,1,3000,9,4.7
V017187,2026-09-18 15:16:00,15:00,슬러시 카페,음식,2,2000,5,4.4
V017188,2026-09-18 13:16:00,13:00,캘리그라피 체험,체험,2,0,2,5.0
V017189,2026-09-18 14:44:00,14:00,캘리그라피 체험,체험,2,1500,4,5.0
V017190,2026-09-18 12:56:00,12:00,떡볶이 가게,음식,3,3000,10,4.4
V017191,2026-09-18 14:59:00,14:00,방탈출 게임,게임,3,0,18,3.9
